Sentence,Emoji
我的鼻子像水龍頭一樣噴射,🤧
感冒真是讓人生活難受,🤧
這鼻涕流得比瀑布還多,🤧
天氣真的太熱了，我快中暑,🥵
簡直像是被火爐包圍一樣,🥵
我感覺自己要被燒化了,🥵
這種高溫讓人難以忍受,🥵
冷得讓我全身發抖，好痛苦,🥶
外面的寒風讓我忍不住顫抖,🥶
冰箱裡的冰淇淋都結冰了,🥶
你的冷笑話真是讓我冷場,🥶
我對這種局面感到困惑,🥴
這情況真是讓人摸不著頭腦,🥴
我有點難以接受這樣的狀況,🥴
別讓我在這尷尬的氛圍中,🥴
這種感覺真的難以形容,🥴
我好像被這情境搞得有點頭暈,🥴
這種事情真是令人困擾,🥴
你覺得這樣合適嗎,🥴
有點尷尬，我不太好意思說,🥴
我真的難以表達我現在的心情,🥴
我覺得好暈眩,😵
這問題真的超出我的理解範圍,🤯
我的頭腦都快爆炸了,🤯
對你的情況感到擔心,😟
請不要讓我太過操心,😟
感到有點沮喪呢,🙁
今天心情有點低落,🙁
真是太意外了,😲
這種可能性我真的沒想到,😲
我完全不敢相信,😵
突然讓我感到震驚,😵
事情發展出乎意料,🤯
這讓我有點難以置信,🤯
真的有點擔心你,😟
希望你不要太過擔心,😟
感到有點灰心,🙁
有些許難過的心情,🙁
這實在太出乎意料,😲
這個可能性我沒想到,😲
我的頭快爆炸了,😵
這情況讓我感到眩暈,😵
我對這一切都感到困惑,🤯
腦袋都快爆炸了,🤯
對你有點擔心,😟
請別太讓人操心,😟
感到有點失望,🙁
我稍微感到難過,🙁
太讓人意外了,😲
這種可能性我真的不敢相信,😲
我覺得有些暈眩,😵
這超出我的理解範圍,🤯
我差點被這個問題矇住了,🤯
對你的狀況感到擔心,😟
希望你別太擔心,😟
有點感到灰心,🙁
今天有點難過,🙁
真的太意外了,😲
這可能性我沒想到,😲
我的頭真的好暈,😵
這問題真的太難了,🤯
我快被這事弄暈了,🤯
對你有一點擔憂,😟
請不要太操心,😟
感到有點失望呢,🙁
這件事有點令人難過,🙁
太令人驚訝了,😲
我沒想到這可能性,😲
我的頭暈到無法忍受,😵
這實在超出我的理解,🤯
我整個人都快被搞瘋了,🤯
對你的情況感到有點擔心,😟
請別太讓我操心,😟
有點感到沮喪,🙁
今天心情真的有點差,🙁
這真的太讓人意外了,😲
這種可能性我真的沒考慮過,😲
我頭都快暈死了,😵
這問題真的太難以理解,🤯
我腦袋都要被這事炸了,🤯
對你有點擔心憂,😟
請別太操心了,😟
有點感到無奈,🙁
這讓我有點難過,🙁
太出乎意料了,😲
這種可能性我真的沒有預料到,😲
我的頭真的好暈眩,😵
這超出了我的理解範圍,🤯
我整個人都快被這事搞瘋了,🤯
對你的情況感到擔憂,😟
請不要太操心了,😟
有點感到灰心喔,🙁
真的太讓人意外了,😲
這種可能性我真的沒有考慮到,😲
我的頭快暈死了,😵
這問題實在太難以理解,🤯
我差點被這事弄瘋了,🤯
希望你別太擔心了,😟
有點感到無奈呢,🙁
這讓我有點難過呢,🙁
這種可能性我真的沒有想到過,😲
我頭真的要炸裂了，完全暈到不行,😵
這事真的太超過了，我整個人傻眼,🤯
我腦袋都快爆炸了，這簡直不可思議,🤯
真的有點擔心你，發生什麼事了嗎？,😟
請別再搞得我太操心，有事可以跟我說,😟
今天感覺有點down，有什麼事情發生嗎？,🙁
心情真的有點低落，怎麼了啦？,🙁
這真是出乎意料，我完全嚇了一跳,😲
真的是個意外，這種可能性我真的沒想到,😲
我頭都快暈死了，這情況太難以置信了,😵
這問題真的難到我頭昏眼花，毫無頭緒,🤯
這事整個讓我混亂了，我差點被搞瘋,🤯
對你的情況有一點擔心，需要什麼幫忙嗎？,😟
別再讓我太操心，有事情就說出來啊,😟
有點感到沮喪，這種情緒怎麼了？,🙁
今天真的有點難過，需要聊聊嗎？,🙁
這太令人意外了，我真的沒預料到,😲
我完全沒有想到這可能性，太出乎意料了,😲
我的腦袋真的快被這事搞爛了，完全崩潰,😵
這超出我的理解範圍，我都要被弄暈了,🤯
我整個人都快被這事搞傻了，太荒謬了,🤯
對你的情況感到有點擔憂，發生了什麼事情？,😟
別太讓我操心，有問題可以和我說，好嗎？,😟
有點感到灰心，發生什麼事情讓你這樣？,🙁
今天心情真的有點down，發生什麼事了嗎？,🙁
這真是太讓人意外了，我真的措手不及,😲
這種可能性我真的沒有預料到，有夠驚訝,😲
我的頭真的好暈眩，這是什麼情況啊？,😵
這問題真的太難以理解，我完全茫然了,🤯
我差點被這事給整瘋了，真是讓人糊塗,🤯
對你的情況感到有點擔心，需要我幫忙嗎？,😟
請別太操心，有事情就告訴我，別忍著,😟
有點感到無奈，發生了什麼事情讓你這樣？,🙁
這讓我有點難過，發生了什麼事情呢？,🙁
太出乎意料了，這可能性真的沒考慮到,😲
這種可能性我真的沒有預計到，太驚訝了,😲
我快要被這事給搞瘋了，整個人都亂了套,😵
這事真的是超過我的理解範圍了，根本天馬行空,🤯
我的頭腦已經被這狀況搞得糊塗了，真的難以理解,🤯
有點擔心你的情況，發生什麼事情了嗎？講給我聽,😟
別再搞得我太過操心，有啥問題就直接問我好不好？,😟
今天真的是down到谷底，有事嗎？需要聊聊嗎？,🙁
心情真的有點down，怎麼了啦？有什麼我可以幫忙的？,🙁
這真是太意外了，我完全被這事弄傻眼了,😲
真的是個大意外，這種可能性我真的沒有想過,😲
我頭都快被這事轉到太陽系外了，真是難以置信,😵
這問題實在太難了，我完全被搞得頭昏眼花,🤯
這事把我整個弄得亂七八糟，我差點被這事搞瘋,🤯
對你的情況真的有點擔心，要不要找個地方聊聊？,😟
別再搞得我太操心，你有事就說，我一定支援你,😟
有點覺得無奈，發生什麼事情啊？說來聽聽,🙁
今天真的有點難過，是不是需要我陪你聊聊？,🙁
這真的太讓人意外了，我真的完全沒想到,😲
這種可能性我真的沒有考慮到，太超乎預料了,😲
我的腦袋真的好暈眩，這種情況怎麼這麼詭異？,😵
這問題真的難到我頭昏眼花，一頭霧水，解釋一下,🤯
我差點被這事整瘋了，完全搞不懂發生了什麼事,🤯
對你的情況有一點擔憂，有什麼我可以幫忙的？,😟
別太讓我操心，需要傾訴什麼就盡管說，我在這兒,😟
有點感到灰心，發生了什麼事情啊？告訴我吧,🙁
今天心情真的有點down，需要我陪你度過嗎？,🙁
這種可能性我真的沒有預料到，驚艷到我了,😲
我被這事整得頭昏眼花，根本不知所措了,😵
這情況真的太超過了，我整個人都要瘋了,🤯
我的頭腦已經被這事搞得一團糟，毫無頭緒,🤯
有點擔心你的處境，發生了什麼事啊？,😟
別再讓我太過操心，需要什麼幫忙嗎？,😟
今天感覺真的是down到谷底了，發生什麼事情？,🙁
心情真的有點down，有什麼我可以做的？,🙁
這真是太出乎意料了，我真的傻住了,😲
真的是個大意外，這可能性我真的沒有預計過,😲
我頭都快被這事轉到外太空了，實在難以置信,😵
這問題真的難到我頭昏眼花，完全搞不懂,🤯
這事把我整個人都搞得亂七八糟，差點被搞瘋,🤯
對你的狀況真的有點擔心，需要聊聊嗎？,😟
別再搞得我太操心，有事就直接告訴我好不好？,😟
這真的太讓人意外了，我真的毫無準備,😲
這種可能性我真的沒有預料到，太超過了,😲
我的腦袋真的好暈眩，這種情況太詭異了,😵
這問題真的難到我頭昏眼花，一團迷霧,🤯
我差點被這事整瘋了，完全搞不懂發生了什麼,🤯
對你的情況感到有一點擔憂，需要我幫忙嗎？,😟
請別太讓我操心，有什麼問題我都願意聽,😟
有點感到灰心，發生了什麼事情啊？講給我聽,🙁
今天心情真的有點down，是不是需要我陪你？,🙁
這種可能性我真的沒有預料到，真的驚艷,😲
我真的懷疑人生了,😵
這事太扯了吧,🤯
拜託，不要再出差錯了,😟
希望明天會更好,🙁
有趣但讓我有點傻眼,😲
太感謝了，心情好多了,😊
沒事，我會振作的,😌
太神奇了！,😲
感覺像做夢一樣,😌
太糟糕了，不知道怎麼辦,😓
這真是驚喜！,😲
別再搞笑了，我要笑死了,😂
真的？這太不可思議了,😱
別太擔心，我會處理的,😎
這讓我感到很尷尬,😳
頭有點暈，需要休息一下,😵
這事真的讓我傻住了,😵
這超出我的理解範圍，簡直是天方夜譚,🤯
我的腦袋都快要炸了，這麼複雜,🤯
有點擔心你的情況，發生什麼事了嗎？,😟
請不要再讓我太操心，我會懷疑人生的,😟
感到有點沮喪，這情況真的有點糟糕,🙁
我有一點難過，這真的讓我感到失望,🙁
太令人意外了，完全出乎我的預料,😲
我竟然沒有想到這種可能性，真是驚訝,😲
今天真的是頭暈目眩，有點不知所措,😵
這問題真的讓我暈到不行，一團亂,🤯
整個人都被這事搞得亂七八糟，毫無頭緒,🤯
對你的情況感到有點擔心，需要幫忙嗎？,😟
別太讓我操心，有問題就告訴我，我在這裡,😟
有點感到沮喪，希望一切都能盡快好轉,🙁
今天心情有點低落，需要個人陪伴嗎？,🙁
這真是太讓人意外了，完全出乎意料,😲
我真的一點都沒有預料到這種可能性,😲
我的頭真的好暈，這事真是匪夷所思,😵
這問題真的太複雜，我頭昏眼花，無法理解,🤯
我差點被這事弄瘋了，真是一團糟,🤯
對你的情況有一點擔憂，希望能盡快好轉,😟
請別太讓我操心，有事情就告訴我好不好？,😟
有點感到無奈，希望一切都能盡快好轉,🙁
今天心情真的有點down，需要個人陪伴,🙁
這種可能性我真的一點都沒有預計到,😲
轟隆隆隆,🤣
隆隆隆隆衝衝衝衝,😏
拉風,😎
稀有的品種,🤓
看到的人以為是夢,😱
還沒醒來,😴
風敲醒每一個面孔,😲
讚嘆的驚悚,😨
看到的人全部感動,😭
笑死,😂
這你自己想出來的嗎,😳
很厲害欸,😎
哈哈是我啦,😎
如果你愛我，你就會隨時回訊息,💔
如果你在乎我，你就不會消失不見,😡
如果我比你兄弟重要，你就不會半夜跑出門打麻將,😭
你信不信我拿刀子割自己,🥺
我跟你媽誰比較重要,😡
如果你敢踏出門我們就玩完了,🤗
如果你再一直打遊戲,🎮
我們就分手,🤬
你要怎麼證明你愛我,😇
你到底愛不愛我,🤓
為什麼不回訊息,🥺
我們的那些海誓山盟還算些什麼,🤔
你是不是不愛我了,😔
你為什麼不理我了,💔
我真的不好意思,😳
拜託你別生氣,😳
你太善良了,🥺
這事真的困擾我,🥺
這場景真的太恐怖,😨
我完全被嚇到了,😨
感覺好失望啊,😥
這消息讓我心碎,😥
真的替你難過,😥
太感人了，我哭了,😭
這真的太令人傷心,😭
你的故事讓我淚流,😭
我太感謝你了,🥺
你真是太體貼了,😳
這太讓我感到害怕,😨
我真的不知道該怎麼辦,😨
這讓我感到沮喪,😥
我真的難以接受這事實,😥
我無法想像你的心情,😭
這故事太感人了,😭
我為你感到難過,😭
這真的太令人心碎,😭
你的支持讓我感激不盡,🥺
這真是太突然了,😨
我不禁流下眼淚,😭
我對你的經歷深感同情,😥
你的話讓我感到感動,😭
我真的不知道該怎麼表達,😳
請原諒我的冒昧,😳
我好擔心你,😨
這真的太令人難過了,😭
你的堅強讓我敬佩,🥺
我對你的處境感到心疼,😥
真的很感謝你的幫助,🥺
我真的無法相信,😨
我好想給你一個擁抱,🥺
你的故事讓我深感觸,😭
我真的很抱歉,😳
這讓我感到很難過,😥
你的堅強讓我動容,😭
我真的不知道該說什麼,😳
這事真的讓我心痛,😥
我對你的遭遇感到心碎,😭
真的很感激你的協助,🥺
我好心疼你,😥
你的故事讓我感到震驚,😨
我真的不知道該如何是好,😳
這太讓人感到震驚,😨
我真的為你難過,😥
我好希望我能幫上忙,🥺
這真的太傷心了,😭
我對你的經歷感到不捨,😥
你的堅強令人佩服,🥺
我真的不知道該怎麼辦才好,😳
我好心疼你的遭遇,😥
這太令人感到心碎了,😭
真的很感激你的理解,🥺
這消息真的讓我震驚,😨
我真的不知道該如何安慰你,😳
我對你的處境感到非常難過,😥
你的堅強讓我感到深深的敬佩,🥺
我真的很難過，希望你能振作起來,😥
真的不知道該說什麼才好,😳
這事真的讓人難以置信,😨
我真的為你感到難過，希望你能堅強,😥
我好擔心你的情況,😨
你的故事讓我感到深深的同情,😥
我真的無法想像你經歷的一切,😥
這太令人感到難受了,😭
你的堅強是我學習的榜樣,🥺
真的很感謝你能分享這一切,🥺
這消息真的太令人傷心了,😭
我真的不知道該怎麼表達我的悲傷,😥
我對你的處境感到無比的心疼,😥
你的堅強讓我深受啟發,🥺
我真的很難過，希望你能早日好起來,😥
我真的不知道該說什麼才好,😳
這太令人震驚了,😨
我真的對你的遭遇感到心痛,😥
你的勇氣真的讓我敬佩不已,🥺
這情況讓我感到心悸,😨
我真的無法理解為什麼會發生這樣的事情,😳
看到你這麼堅強，我感到很欽佩,🥺
這讓我感到如此的心疼和無助,😥
你的堅韌面對讓我深受感動,🥺
這消息實在是太令人痛心了,😭
我對你的處境感到無比的同情,😥
真的很感謝你分享這麼深層的情感,🥺
這種情況真的讓人難以接受,😨
你的毅力是我努力的目標,🥺
我真的不知道怎麼安慰你，但我在這裡,😳
這真的是個讓人心碎的故事,😭
你的坦誠讓我感到十分感激,🥺
我真的希望你能找到解決的方法,😳
這種情況真的太讓人心痛了,😭
看到你這樣，我真的很想給你一個擁抱,🥺
這消息讓我感到非常的震驚和沉痛,😨
你的毅力讓我對人生充滿敬畏,🥺
這真的是太沉重了，但你是如此的勇敢,😭
我真的很難想像你所經歷的一切,😥
這種情況真的太讓人難受了,😭
你的堅持讓我深深感受到你的堅強,🥺
我真的希望未來會有更好的發展,😳
這消息真的讓我感到深深的悲傷,😭
你的故事讓我感到震撼不已,🥺
我真的很感激你能夠這麼真誠的分享,🥺
這種情況真的讓我難以承受,😨
你的堅強是我心中的一盞明燈,🥺
這消息真的是太令人心碎了,😭
我真的不知道該如何表達我的憂傷,😥
你的勇氣是我學習的對象,🥺
我真的很難過，但我相信你會挺過來的,😥
這真的是太令人震撼了,😨
你的堅持讓我對人性充滿了信心,🥺
這消息真的太令人感傷了,😭
我真的無法想像你所經歷的一切,😥
你的毅力真的是我學習的榜樣,🥺
這種情況真的太難過了,😭
你的故事讓我深深地思考,🥺
我真的很難過，但我相信你是堅強的,😥
這消息真的是太令人感到心碎了,😭
你的毅力是我努力向前的動力,🥺
這情況真的是太令人感到震撼了,😨
你的堅持讓我對生命充滿了敬畏,🥺
這消息真的是太令人感到深深的痛心,😭
我真的不知道該如何表達我的悲痛,😥
你的堅韌是我學習的典範,🥺
我真的很難過，但我相信你會戰勝的,😥
這真的是太令人難以置信了,😨
你的毅力真的是我學習的對象,🥺
這種情況真的太難以接受了,😭
你的故事讓我感到十分的心疼,😥
我真的很難過，但我知道你是堅強的,😥
你的勇氣是我學習的標杆,🥺
這情況真的是太令人震撼了,😨
天啊，你真的好勇敢，我佩服死你了,🥺
嘿，發生這種事情，我都覺得有點嚇人,😨
唉，真的不知道該說什麼，但我在這裡支持你,😳
哎呀，這消息真的太傷心了，我無法相信,😭
嘿，別難過啊，這種情況誰都會難受的,😥
天啊，聽到你的故事，我差點淚流滿面,😭
嘿，真的不好意思打擾你，但你能幫我嗎,🥺
哇，這個情況真的超出我的想像範圍,😳
喔，這也太令人感動了吧，我完全被打動,😭
嘿，別太沮喪，事情總會有轉機的，相信我,😥
天哪，你怎麼這麼強，這種狀況我肯定受不了,🥺
唉，看到你這麼不開心，我也感到好心疼,😥
嘿，真的希望你能快點走出這個陰霾，我會一直在這裡的,😥
哎呀，你的勇氣真的讓我對生活充滿敬意,🥺
喔，這種事情真的是太不可思議了，我不知道該怎麼辦,😳
天啊，你的毅力真的讓我深感佩服，繼續堅持下去,🥺
哎呀，這真的太讓人心碎了，我好想給你一個擁抱,😭
喔，別擔心，你不是一個人在面對這個，我會一直支持你,🥺
嘿，這消息真的是太震驚了，我還沒完全接受,😨
天哪，這真的是太悲傷了，我完全理解你的感受,😭
喔，你這麼做真的太感人了，我都快被感動哭了,😭
哎呀，真的不知道該怎麼形容我的心情，太複雜了,😳
喔，這種情況真的很讓人難受，我希望你能盡快好起來,😥
嘿，不管發生什麼，你都不是一個人在面對，我會一直在這裡,🥺
唉，這種狀況真的是太讓人難受了，我都不知道該說什麼,😭
嘿，看到你這麼不開心，我也感到好無助，我能幫上忙什麼嗎,🥺
天啊，你真的太不容易了，但你的堅強讓我深感敬佩,🥺
唉，這消息真的是太令人傷心了，我覺得心都碎了一地,😭
哇，真的希望你能快點走出陰霾，事情總會好轉的,😥
喔，別太難過了，我們都在這裡陪你一起度過，不是嗎,😥
嘿，這種事真的是太糟糕了，我超心疼你的,😭
天啊，你這麼堅強，我都不知道該說什麼了,🥺
唉，這種狀況真的是太讓人心碎了，別太難過了,😥
哇，你的故事真的讓我感到好感動，我陪你一起難過,😭
喔，別太沮喪，我們可以一起找出解決的辦法的,🥺
天啊，這消息真的是太令人震驚了，我都不敢相信,😨
哎呀，這真的太傷心了，但你的勇氣是我學習的對象,🥺
喔，你的毅力真的讓我對你刮目相看，你真的太堅強了,🥺
嘿，我知道這種情況一定讓你很難受，但我會一直在這裡,😥
唉，這情況真的是太令人心碎了，但我相信你可以戰勝的,😥
哇，你的堅持真的是太了不起了，我完全被你感染了,🥺
喔，不要太難過了，我們會一起度過這段難關的,😥
嘿，這消息真的太震驚了，但你不是一個人在這條路上,😳
天啊，這真的太令人感到痛心了，我真的很難過,😭
唉，這真的是太不公平了，但我相信你有足夠的力量,😥
哇，你的堅強真的是我見過最了不起的，你絕對不孤單,🥺
喔，真的不知道怎麼安慰你，但你要知道我一直在這裡支持你,😳
嘿，這種情況真的太糟了，但你的勇氣讓我感到驕傲,🥺
唉，真的不知道該說什麼才好，但我會一直陪伴在你身邊,😥
哎呀，這消息真的是太嚇人了，但我相信你可以挺過來的,😳
喔，你這麼坦誠，真的讓我覺得我們之間更加有默契了,😳
嘿，別太難過，這只是人生中的一小段，一切都會好轉的,😥
天啊，你這麼不容易，但我相信你會讓這一切變得更好的,😥
唉，這真的是太痛苦了，但我相信你的堅強會引領你走出來,🥺
哇，這真的是太不可思議了，我真的不知道怎麼形容我的感受,😳
唉，這事真的太糟了,😭
嘿，我真的懷疑人生了,😨
天啊，這怎麼可能,😥
哇，真的讓人心碎,😭
嗚，我都不知道說啥,😳
喔，太傷心了啦,😭
天啊，別太難過啦,😥
唉，真的好難受,😥
嘿，不要放棄哦,🥺
哇，好感動喔,😭
唉，這真是太糟了,😨
嘿，你真的很堅強,🥺
喔，別難過了啦,😥
哇，真的令人難過,😥
嘿，別太自責了,😥
天啊，這太難受了,😥
唉，真的好難過,😥
喔，這消息太嚇人了,😨
嘿，我會一直支持你的,🥺
哇，真的太不可思議了,😳
這情況真的很擔心,😨
真的不知如何是好,😳
唉，太心疼了啦,😭
哇，你好堅強喔,🥺
別太難受了啦,😥
這消息太傷心了,😭
真的太令人感嘆,😥
你的堅持太了不起,🥺
這種狀況真的煩惱,😥
真的不敢相信呢,😳
嗚，真的很沮喪,😥
這讓人感到心碎,😭
唉，真的好辛苦啊,😥
這消息太嚇人了,😨
哇，你好不容易啊,😥
別太難熬了啦,😥
真的讓人感到震驚,😨
這情況真的很難過,😥
天啊，太不可思議,😳
真的很讓人心疼,😥
別太自責了呀,😥
這事真的太戲劇性了,😳
唉，真的讓人感慨,😥
別太難過了啦,😥
這情況真的很令人心痛,😭
哇，你真的好堅持,🥺
真的不敢相信發生了這事,😳
嗚，真的很心疼你,😥
這消息真的很讓人驚訝,😨
唉，真的好辛苦喔,😥
這讓人感到震驚,😨
真的很難以置信呀,😳
你做的事讓我困擾,😱
抱歉，讓你感到不快,😓
我打了好幾個呵欠,🥱
無聊到打哈欠,🥱
我真的生氣了,😤
相信我，我會處理的,😤
這讓我好惱火,😡
你的舉動真讓人生氣,😡
這情況真的讓我生氣,😡
你這樣搞得我超生氣,😡
真是讓我火冒三丈,😡
對不起，我嚴重不滿,😡
我有點被嚇到了,😱
別這樣讓我感到難過,😓
我已經累得不行,🥱
我有點想打瞌睡,🥱
我不滿你這樣做,😤
我真的不喜歡這樣,😤
我好生氣啊,😡
這樣真的讓我很生氣,😡
別再激怒我,😡
這麼做真的讓我氣憤,😡
我被你惹毛了,😡
對不起，這太讓我生氣,😡
這事件真的讓我生氣,😡
我有點崩潰了,😱
真的讓我有些不安,😓
我好累啊,🥱
我感到很疲憊,🥱
別再讓我生氣了,😤
我實在無法接受,😤
我要發飆了,😡
這樣真的讓我很火大,😡
我真的好生氣啊,😡
你這樣搞得我很不高興,😡
我感到非常沮喪,😱
我不知道該怎麼辦,😓
我好累好累,🥱
我需要休息了,🥱
這讓我很煩躁,😤
我真的很煩躁,😤
我快發火了,😡
你讓我情緒失控了,😡
我真的無法忍受,😡
你這樣搞得我心煩意亂,😡
我快要爆炸了,😡
對不起，我有點驚慌,😱
我真的很不安,😓
我好累到快崩潰,🥱
我想去睡覺了,🥱
別再這樣搞了,😤
你這樣讓我很不滿,😡
你的行為讓我很生氣,😡
這真是讓我惱怒,😡
對不起，我被嚇到了,😱
這消息真的讓我驚訝,😱
我覺得很抱歉,😓
真的非常不好意思,😓
我已經有點累了，都打呵欠了,🥱
好無聊，我想睡覺了,🥱
包在我身上,😤
就跟你說吧，相信我好不好,😤
我好生氣,😡
你的行為惹到我了,😡
這件事讓我超級生氣,😡
這消息真的讓我嚇到,😱
你做的事真的有點讓人驚訝,😱
抱歉，這事情弄得我有點不好意思,😓
真的很抱歉，讓你感到困擾,😓
我已經快累死了，打了好幾個哈欠,🥱
好無聊，我差點就要打瞌睡了,🥱
真的氣炸，包在我身上,😤
我超生氣的,😡
你的行為真的讓我有點火大,😡
這件事情讓我超生氣的,😡
對不起，我真的有點生氣,😡
我已經累到不行，都打了好多哈欠了,🥱
好累，我差點就要去睡了,🥱
真的有點惹火，包在我身上,😤
就告訴你了，相信我好不好,😤
我真的有點生氣,😡
你的行為真的讓我火大,😡
這事情真的讓我氣到不行,😡
對不起，我生氣到極點,😡
這消息真的讓我感到驚訝,😱
我真的有點抱歉,😓
真的非常不好意思，搞得你不開心了,😓
我已經有點累了，都打了好幾個哈欠,🥱
好無聊，我想去睡覺了,🥱
真的有點火大，包在我身上,😤
這件事情真的讓我超生氣,😡
這消息真的把我嚇壞了,😱
你做的事情真是太出乎意料了,😱
真的很抱歉，這搞砸了,😓
對不起，讓你覺得不開心了,😓
我已經有點累爆了，打了一堆哈欠,🥱
好想睡覺，真的好無聊,🥱
真的生氣到炸裂，包在我身上,😤
告訴你，相信我好不好,😤
我超生氣的，真的是氣炸了,😡
你的舉動真的有夠火大,😡
這事情真的氣到不行,😡
對不起，我氣到不行了,😡
別這樣讓我難過啦,😓
我已經累到不行，哈欠不停,🥱
好累，差點就要去睡覺了,🥱
真的有夠氣，包在我身上,😤
這消息真的把我嚇到，我差點沒相信,😱
你做的事情真是太意外了，讓我感到震驚,😱
真的很抱歉，這麼一弄，我真的覺得很不好意思,😓
對不起，我的行為讓你覺得不開心，我真的抱歉,😓
我已經累得連眼睛都快睜不開了，一直打哈欠,🥱
好無聊，我真的有種想安靜躺下的感覺,🥱
真的生氣到快爆炸了，這感覺就像是包袱一樣重,😤
告訴你，我真的有點生氣了，這真的超煩,😤
我超生氣的，感覺就像是內心的火山要爆發一樣,😡
你的舉動真的有夠火大，我真的難以理解,😡
這事情真的氣到不行，讓我想要破口大罵,😡
對不起，我氣到快要暴走了，真的很抱歉,😡
我有點被嚇到了，這消息真的太出乎意料了,😱
別這樣讓我難過啦，這種感覺真的很難受,😓
我已經累到不行，這身體簡直像是散架一樣,🥱
好累，差點就要放棄了，我真的需要休息,🥱
真的有夠氣，包在我身上，像是一團火球,😤
就告訴你了，相信我好不好，這不是開玩笑,😤
我真的有點生氣，這讓我感到很不滿,😡
你的舉動真的有夠火大，我真的難以接受,😡
這事情真的氣到不行，我忍不住要發火了,😡
這消息真的讓我感到驚訝，我真的不知所措,😱
我真的有點抱歉，我應該更小心一點的,😓
真的非常不好意思，搞得你不開心了，我內心真的愧疚,😓
我已經有點累了，都打了好幾個哈欠，快要支撐不住了,🥱
好無聊，我想去睡覺了，真的希望能夠馬上入睡,🥱
真的有夠氣，包在我身上，這種感覺真的難以言喻,😤
就告訴你了，相信我好不好，這事情真的超重要,😤
我真的生氣了，我不想再忍受這種無理的行為,😡
你的舉動真的有夠火大，我快要瘋了，你到底在想什麼,😡
這消息真的讓我嚇得屁滾尿流,😱
你的舉動實在太出乎意料了,😱
我真的原地嚇到欸,😱
嚇死我了,😱
幹，嚇到我了,😱
幹，嚇死我了,😱
真的很抱歉，這下搞砸了,😓
對不起，我真的搞砸了事情,😓
我已經快累垮了，哈欠連連,🥱
好無聊，我快要昏昏欲睡了,🥱
真的氣得我想摔東西,😤
告訴你，我真的生氣了,😤
我真的火冒三丈,😡
你的舉動真是氣到我了,😡
這事情真的讓我惱火,😡
對不起，我已經生氣到極點了,😡
別這樣讓我難過,😓
我已經快累到崩潰了,🥱
好累，我真的需要休息,🥱
真的有夠氣，我不想搭理,😤
我真的有點不高興,😡
你的舉動真的惹毛我了,😡
真的非常抱歉，我搞砸了,😓
我已經有點累了，哈欠不斷,🥱
真的有夠氣，我真的生氣了,😤
這消息真的嚇壞了我，我差點以為是惡作劇,😱
你的舉動實在是太匪夷所思了，讓我完全無法理解,😱
真的非常抱歉，我把事情搞得一團糟，真的很對不起,😓
對不起，我真的讓你感到不快，我的行為不應該這樣,😓
我已經快累垮了，連哈欠都打得不停，真的是一天的疲憊,🥱
好無聊，我真的快要陷入沉睡，這種無聊感真的難熬,🥱
真的生氣到快要爆炸了，心情簡直是火山噴發一樣,😤
告訴你，我真的生氣了，我無法容忍這種行為,😤
我超生氣的，感覺整個人都在燃燒，真的難以忍受,😡
你的舉動真的太讓人生氣了，我真的忍不住要發火,😡
這事情真的氣到不行，我快要抓狂了，真的很難受,😡
對不起，我已經氣到極點了，我的內心真的非常後悔,😡
我有點被嚇到了，這消息真的太出乎意料，我措手不及,😱
別這樣讓我難過，這種感覺真的讓我覺得心情沉悶,😓
我已經快累到支持不住了，感覺像是人生的低谷,🥱
好累，我真的需要休息，整個人都變得懶散無力,🥱
真的有夠氣，這種感覺就像是憤怒的火焰籠罩著我,😤
就告訴你了，相信我好不好，這是我真實的情感,😤
我真的有點不高興，這種情緒讓我感到沮喪,😡
你的舉動真的讓我火大，我無法忍受這種不尊重,😡
這事情真的氣到不行，我感覺自己快要瘋了,😡
對不起，我氣到快要暴走了，我真的很抱歉,😡
這消息真的讓我感到驚訝，我的腦袋都轉不過彎來,😱
我真的有點抱歉，我應該更謹慎一點，我真的不好意思,😓
真的非常抱歉，搞得你不開心了，我真的後悔莫及,😓
我已經有點累了，哈欠不斷，感覺整個人都在打盹,🥱
好無聊，我想去睡覺了，期待能夠馬上進入夢鄉,🥱
你的舉動真的讓我火冒三丈，我覺得不能再忍受,😡
這事情真的氣到我快要爆炸了，我真的生氣極了,😡
對不起，我氣到快要爆發了，我真的很抱歉,😡
我有點被嚇到了，這消息真的太不可思議了,😱
這消息真的讓我震驚，我不敢相信這是真的,😱
我真的有點抱歉，我應該更謹慎一點的,😓
真的非常抱歉，搞得你不開心了，我感到非常愧疚,😓
我已經有點累了，感覺整個人都快散架了,🥱
好無聊，我想去睡覺了，真的需要一點安靜,🥱
真的有夠氣，這種感覺就像是有一團火在燃燒,😤
就告訴你了，相信我好不好，這真的很重要,😤
我真的有點不高興，這種情緒讓我感到非常沮喪,😡
你的舉動真的讓我火大，我無法理解你的行為,😡
這消息真的嚇到我了,😱
你的舉動太意外了,😱
真的很抱歉，搞砸了,😓
對不起，讓你不開心了,😓
我已經有點累了,🥱
好無聊，我想睡了,🥱
真的氣到快爆炸了,😤
告訴你，我真的生氣,😤
我超生氣的，難以忍受,😡
你的舉動真讓我生氣,😡
這事真的氣到不行,😡
對不起，我氣到不行,😡
真的抱歉，應該更小心,😓
非常抱歉，搞砸了,😓
好無聊，我要去睡了,🥱
